Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
6/7/2023 16:10:26,V6,Vertical,"Edge, Crimp",6,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,Maybe,Maybe
6/7/2023 16:13:33,V6,Vertical,"Edge, Crimp",7,No,,Beta to the next move,,No,Maybe,No,,Yes,Yes
6/7/2023 16:18:23,V6,Arête,"Jug, Crimp, Side-pull",2,No,4,Footwork issue,,No,No,Yes,,Maybe,Maybe
6/7/2023 16:21:55,V6,Overhang,"Jug, Crimp",2,No,,Suboptimal sequence,,Maybe,No,Yes,,Yes,Maybe
6/7/2023 16:24:18,V6,Overhang,"Jug, Crimp, Side-pull",4,No,,Second half,,No,No,Yes,,Maybe,Maybe
6/7/2023 16:27:40,V6,Overhang,"Jug, Crimp",5,No,,"Suboptimal sequence, Too tired",,Maybe,Maybe,Yes,,Maybe,Maybe
6/7/2023 16:31:33,V6,Overhang,"Jug, Crimp",6,No,,"Lack familiarity with the move, Cannot grab on to the hold",,Maybe,No,Yes,,Yes,Maybe
6/7/2023 16:34:19,V6,Overhang,"Jug, Crimp, Side-pull",6,No,,Too tired,,Maybe,Maybe,Yes,,Yes,Maybe
6/15/2023 14:44:30,V4,Vertical,"Undercling, Side-pull",1,Yes,6,,,No,Maybe,No,,Yes,Maybe
6/15/2023 14:49:06,V5,Vertical,"Pinch, Side-pull",1,Yes,5,,,No,No,Yes,,Yes,No
6/15/2023 14:51:21,V6,Overhang,Jug,1,No,,"Cannot grab on to the hold, Dry fire",,No,No,Maybe,,Maybe,No
6/15/2023 14:53:38,V6,Overhang,"Jug, Crimp, Side-pull",2,Yes,6,,,Maybe,Maybe,Yes,,Yes,Maybe
6/15/2023 14:59:06,V7,Overhang,"Jug, Crimp, Side-pull",1,No,,Beta to the next move,,No,No,Yes,,Yes,Maybe
6/15/2023 15:04:31,V5,Vertical,"Sloper, Pocket, Side-pull",1,Yes,7,,,No,Maybe,No,,Yes,Yes
6/15/2023 15:10:28,V5,Vertical,"Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
6/15/2023 15:12:23,V5,Vertical,"Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,No
6/15/2023 15:14:13,V5,Vertical,"Sloper, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,Maybe,,Maybe,No
6/15/2023 15:18:24,V5,Vertical,"Sloper, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,Yes,,Yes,Yes
6/15/2023 15:20:02,V5,Vertical,"Sloper, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,Maybe
6/15/2023 15:22:57,V5,Vertical,"Sloper, Undercling, Side-pull",7,No,,"Cannot grab on to the hold, Too tired",,No,No,Maybe,,Maybe,Maybe
6/15/2023 15:26:30,V5,Vertical,"Sloper, Undercling, Side-pull",8,No,,"Beta to the next move, Too tired",,No,Maybe,Maybe,,Yes,Yes
6/15/2023 15:34:28,V6,Overhang,"Jug, Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,Maybe
6/15/2023 15:36:32,V6,Overhang,"Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold, Wrong body position",,No,No,No,,Maybe,Maybe
6/15/2023 15:39:38,V6,Roof,"Edge, Crimp, Sloper, Side-pull",3,No,,"Cannot grab on to the hold, Dry fire",,No,Yes,No,,Yes,Maybe
6/15/2023 15:43:08,V6,Overhang,"Jug, Crimp, Side-pull",2,No,,Beta to the next move,,No,No,Yes,,No,No
6/15/2023 15:46:31,V7,Roof,"Jug, Crimp, Undercling, Side-pull",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
6/15/2023 15:49:05,V7,Roof,"Crimp, Undercling, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold, Too tired",,No,No,Yes,,Yes,Yes
6/15/2023 15:54:25,V7,Roof,"Crimp, Undercling, Side-pull",3,No,,"Beta to the next move, Too tired",,Maybe,Yes,Yes,,Maybe,Maybe
6/15/2023 15:57:11,V5,Roof,"Edge, Sloper",1,No,,"Lack familiarity with the move, Wrong body position, Footwork issue",,No,Maybe,Yes,,Maybe,No
6/15/2023 16:00:35,V5,Roof,"Edge, Sloper",3,No,,Footwork issue,,No,No,Yes,,Maybe,No
6/15/2023 16:03:17,V5,Roof,"Edge, Sloper",4,No,,Suboptimal sequence,,No,Yes,Yes,,Yes,Yes
6/15/2023 16:05:38,V5,Roof,"Edge, Sloper",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Yes,Maybe
6/15/2023 16:08:38,V5,Roof,"Edge, Sloper",6,No,,"Suboptimal sequence, Footwork issue",,No,No,Maybe,,Maybe,No
6/15/2023 16:11:18,V5,Roof,"Edge, Pinch, Sloper",7,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold, Too tired",,Maybe,Maybe,Yes,,Yes,Maybe
6/15/2023 16:15:06,V4,Arête,"Edge, Crimp, Side-pull",1,No,,"Suboptimal sequence, Lack familiarity with the move, Too tired",,Maybe,No,Maybe,,Maybe,Maybe
6/15/2023 16:18:34,V4,Overhang,"Jug, Edge, Crimp, Side-pull",2,Yes,5,,,No,Maybe,Yes,,Maybe,Maybe
6/19/2023 10:45:53,V4,Overhang,"Jug, Sloper, Undercling",1,Yes,6,,,No,Maybe,Yes,,Yes,Yes
6/19/2023 10:49:59,V5,Vertical,"Edge, Pinch, Sloper, Side-pull",1,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
6/19/2023 10:52:31,V5,Vertical,"Edge, Crimp, Pinch, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,No
6/19/2023 10:55:56,V5,Vertical,"Pinch, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,No
6/19/2023 10:58:21,V5,Vertical,"Crimp, Pinch, Side-pull",7,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,No
6/19/2023 11:08:54,V5,Vertical,"Pinch, Side-pull",8,No,,"Beta to the next move, Cannot grab on to the hold, Dry fire",,No,No,No,,Maybe,Maybe
6/19/2023 11:14:15,V6,Overhang,"Jug, Crimp, Undercling",1,No,,"Beta to the next move, Too tired",,No,No,Maybe,,Maybe,Maybe
6/19/2023 11:19:33,V6,Overhang,"Jug, Crimp",2,No,,"Cannot grab on to the hold, Too tired",,Maybe,Maybe,Maybe,,Yes,Maybe
6/19/2023 11:22:57,V6,Vertical,Edge,1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,Maybe
6/19/2023 11:25:01,V6,Vertical,"Edge, Crimp, Side-pull",2,No,,Suboptimal sequence,,No,Yes,No,,Yes,Maybe
6/19/2023 11:27:06,V6,Vertical,"Edge, Crimp, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
6/19/2023 11:29:03,V6,Vertical,"Edge, Crimp, Side-pull",4,No,,Suboptimal sequence,,No,Yes,No,,Yes,Yes
6/19/2023 11:30:33,V6,Vertical,"Edge, Crimp, Side-pull",5,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,No,No
6/19/2023 11:33:20,V6,Vertical,"Edge, Crimp, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
6/19/2023 11:38:01,V6,Vertical,"Edge, Crimp, Side-pull",6,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,Yes,No,,Yes,Maybe
6/19/2023 11:40:45,V6,Slab,"Edge, Crimp, Side-pull",6,No,,"Cannot grab on to the hold, Too tired",,No,Maybe,No,,Maybe,Maybe
6/19/2023 11:43:14,V6,Slab,"Crimp, Pinch, Side-pull",7,No,,"Cannot grab on to the hold, Wrong body position",,No,Maybe,Maybe,,Yes,Maybe
6/19/2023 11:45:27,V6,Vertical,"Edge, Crimp, Side-pull",8,No,,"Cannot grab on to the hold, Dry fire",,Maybe,Yes,Yes,,Yes,Yes
6/19/2023 11:50:30,V5,Overhang,"Crimp, Sloper, Side-pull",1,No,,"Suboptimal sequence, Too tired",,No,Maybe,No,,Maybe,No
6/19/2023 11:52:48,V5,Overhang,"Crimp, Pinch, Sloper, Side-pull",2,No,,Cannot grab on to the hold,,No,No,Yes,,Maybe,Maybe
6/19/2023 11:54:46,V5,Overhang,"Crimp, Sloper, Side-pull",3,No,,Cannot grab on to the hold,,No,No,Yes,,Maybe,No
6/19/2023 11:56:28,V5,Overhang,"Jug, Sloper, Side-pull",4,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Maybe,,Yes,No
6/19/2023 11:58:45,V5,Overhang,"Jug, Sloper, Side-pull",5,No,,,,No,No,Yes,,Yes,Maybe
6/19/2023 12:01:47,V5,Overhang,"Crimp, Sloper",6,No,,"Cannot grab on to the hold, Too tired",,Maybe,No,No,,Maybe,Yes
6/19/2023 12:05:53,V5,Overhang,"Jug, Crimp, Pinch, Sloper, Side-pull",7,Yes,7,,,No,Maybe,Yes,,Yes,Yes
6/19/2023 12:10:57,V6,Overhang,"Edge, Sloper",1,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
6/19/2023 12:13:14,V6,Overhang,"Jug, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,Maybe
6/19/2023 12:15:27,V6,Overhang,"Jug, Edge, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Yes,Maybe
6/19/2023 12:17:25,V6,Overhang,"Jug, Edge, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,Yes,,Yes,Maybe
6/19/2023 12:19:16,V6,Overhang,"Jug, Edge, Side-pull",5,No,,Beta to the next move,,Maybe,Maybe,Yes,,Yes,Maybe
6/19/2023 12:23:53,V6,Overhang,"Jug, Edge, Side-pull",6,No,,Beta to the next move,,No,No,Maybe,,Maybe,Maybe
6/19/2023 12:26:42,V6,Overhang,"Jug, Edge, Side-pull",6,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
6/19/2023 12:29:07,V6,Overhang,"Jug, Edge, Side-pull",7,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,Maybe
6/19/2023 12:35:47,V5,Arête,"Jug, Crimp, Sloper",1,No,,Beta to the next move,,No,No,Yes,,No,No
6/19/2023 12:38:30,V5,Arête,"Jug, Crimp, Sloper, Undercling, Side-pull",2,No,,Finished 2nd half,,Maybe,No,Yes,,Yes,Maybe
6/19/2023 12:41:19,V5,Arête,"Jug, Crimp, Sloper, Side-pull",3,No,,"Lack familiarity with the move, Too nervous",,No,No,Yes,,Maybe,Maybe
6/19/2023 12:44:12,V5,Arête,"Jug, Crimp, Sloper, Side-pull",5,Yes,6,,,Maybe,Maybe,Yes,,Yes,Maybe
6/23/2023 14:38:35,V4,Vertical,"Jug, Sloper, Side-pull",1,Yes,4,,,No,No,No,,Maybe,No
6/23/2023 14:39:01,V5,Vertical,"Sloper, Undercling, Side-pull",2,Yes,6,,,No,No,Maybe,,Yes,Maybe
6/23/2023 14:43:10,V5,Roof,"Edge, Pinch, Sloper",1,Yes,6,,,No,No,Yes,,Yes,Maybe
6/23/2023 14:48:06,V6,Vertical,"Crimp, Side-pull",1,Yes,6,,,No,Yes,No,,Yes,Yes
6/23/2023 14:51:49,V7,Roof,"Jug, Edge, Crimp",1,No,,Cannot grab on to the hold,,No,Yes,No,,Maybe,No
6/23/2023 14:56:01,V7,Roof,"Crimp, Undercling",2,No,,"Suboptimal sequence, Too nervous",,No,Yes,No,,Yes,Yes
6/23/2023 14:58:32,V7,Roof,"Jug, Crimp, Undercling, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
6/23/2023 15:01:54,V7,Roof,"Jug, Undercling, Side-pull",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
6/23/2023 15:05:22,V7,Overhang,"Jug, Crimp, Undercling, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence, Too tired",,No,Maybe,Yes,,Maybe,No
6/23/2023 15:09:05,V6,Roof,"Edge, Crimp",1,No,,Beta to the next move,,No,No,Yes,,No,No
6/23/2023 15:10:54,V6,Roof,"Edge, Crimp",3,No,,Beta to the next move,,No,Maybe,No,,No,No
6/23/2023 15:12:48,V6,Roof,"Edge, Crimp",5,No,,Beta to the next move,,No,No,Maybe,,No,No
6/23/2023 15:13:58,V6,Roof,"Edge, Crimp",5,No,,"Beta to the next move, Cannot grab on to the hold, Footwork issue",,No,No,No,,No,No
6/23/2023 15:15:37,V6,Roof,"Edge, Crimp",7,No,,"Cannot grab on to the hold, Dry fire",,No,Yes,No,,Yes,No
6/23/2023 15:20:16,V8,Overhang,"Crimp, Sloper",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,No,No
6/23/2023 15:22:32,V8,Overhang,"Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,Maybe
6/23/2023 15:24:16,V8,Overhang,"Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,Yes,Yes,,Yes,Maybe
6/23/2023 15:32:00,V6,Vertical,"Crimp, Sloper",1,No,,Cannot grab on to the hold,,No,Maybe,Maybe,,No,No
6/23/2023 15:36:43,V6,Slab,"Sloper, Undercling, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,No,Maybe
6/23/2023 15:39:06,V6,Slab,"Sloper, Undercling, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,No,Maybe
6/23/2023 15:41:56,V6,Slab,"Sloper, Undercling",3,No,,Cannot grab on to the hold,,No,No,No,,Maybe,Maybe
6/23/2023 15:43:25,V6,Slab,"Sloper, Undercling",4,No,,Dry fire,,No,No,No,,No,No
6/23/2023 15:45:18,V6,Slab,"Sloper, Undercling",5,No,,Cannot grab on to the hold,,No,No,No,,No,Maybe
6/23/2023 15:51:28,V7,Arête,"Jug, Crimp, Undercling, Side-pull",1,No,,,,No,No,No,,Maybe,No
6/23/2023 15:55:44,V7,Arête,"Jug, Crimp, Undercling",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,Yes,,Maybe,Maybe
6/23/2023 16:00:36,V6,Roof,"Sloper, Side-pull",1,No,,Beta to the next move,,No,No,No,,Maybe,No
6/23/2023 16:02:16,V6,Roof,"Sloper, Side-pull",2,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,Maybe
6/23/2023 16:07:55,V7,Roof,"Edge, Sloper, Side-pull",4,No,,Cannot grab on to the hold,,No,Maybe,No,,Maybe,Maybe
6/23/2023 16:17:37,V4,Slab,"Crimp, Side-pull",1,Yes,6,,,No,Yes,Maybe,,Yes,Yes
6/25/2023 14:51:53,V4,Arête,"Jug, Crimp, Side-pull",1,Yes,6,,,Maybe,No,No,,Yes,Yes
6/25/2023 14:57:09,V6,Overhang,"Jug, Crimp",1,Yes,4,,,No,No,Maybe,,Maybe,Maybe
6/25/2023 15:00:42,V6,Overhang,"Edge, Sloper, Undercling, Side-pull",1,No,,"Lack familiarity with the move, Footwork issue",,No,No,Maybe,,Yes,No
6/25/2023 15:06:52,V6,Overhang,"Jug, Crimp, Sloper, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,No
6/25/2023 15:14:58,V6,Overhang,"Jug, Sloper, Undercling",3,No,,"Beta to the next move, Suboptimal sequence",,No,No,Yes,,No,No
6/25/2023 15:24:15,V6,Overhang,"Jug, Sloper, Undercling, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Yes,Maybe
6/25/2023 15:24:52,V7,Roof,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move, Footwork issue",,No,No,Maybe,,Maybe,No
6/25/2023 15:29:31,V7,Roof,"Crimp, Sloper",4,No,,Cannot grab on to the hold,,No,Yes,No,,Yes,Yes
6/25/2023 15:33:13,V7,Roof,"Crimp, Sloper",7,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Yes,Yes
6/25/2023 15:37:15,V6,Roof,"Jug, Undercling",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,No
6/25/2023 15:39:30,V6,Roof,"Jug, Undercling",3,No,,Beta to the next move,,No,No,No,,Maybe,No
6/25/2023 15:42:38,V6,Roof,"Jug, Sloper",2,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Yes,Maybe
6/25/2023 15:44:43,V6,Roof,"Jug, Undercling",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
6/25/2023 15:46:53,V6,Roof,Jug,6,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,Maybe,Maybe,Yes,,Yes,No
6/25/2023 15:58:07,V6,Slab,"Jug, Edge",4,No,,Beta to the next move,,No,No,No,,Maybe,No
6/25/2023 16:09:48,V6,Overhang,"Jug, Side-pull",2,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
6/25/2023 16:14:19,V5,Arête,"Crimp, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,Maybe
6/25/2023 16:18:22,V5,Arête,"Crimp, Side-pull",2,Yes,7,,,No,Maybe,No,,Yes,Maybe
6/25/2023 16:21:37,V7,Arête,"Crimp, Sloper",1,No,,Beta to the next move,,No,No,No,,Maybe,No
6/25/2023 16:27:00,V7,Arête,"Crimp, Undercling, Side-pull",3,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,Maybe,,Maybe,Maybe
6/25/2023 16:34:26,V7,Arête,"Crimp, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,Maybe,,Yes,Maybe
6/25/2023 16:37:48,V7,Arête,Crimp,4,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,Yes,,Yes,Maybe
6/28/2023 11:45:16,V4,Slab,Crimp,1,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,No,,Yes,No
6/28/2023 11:47:51,V4,Slab,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,No,,Yes,Yes
6/28/2023 11:49:56,V4,Slab,"Crimp, Side-pull",3,No,,Dry fire,,No,No,No,,No,No
6/28/2023 11:52:33,V4,Slab,"Crimp, Pinch, Side-pull",4,No,,Beta to the next move,,No,Yes,No,,Yes,Maybe
6/28/2023 11:55:15,V4,Slab,"Edge, Side-pull",5,No,,Beta to the next move,,No,Yes,No,,Yes,Yes
6/28/2023 12:00:40,V4,Slab,"Crimp, Side-pull",6,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
6/28/2023 12:04:14,V4,Slab,"Crimp, Side-pull",7,No,,Beta to the next move,,No,Yes,No,,Yes,Yes
6/28/2023 12:08:44,V4,Slab,"Crimp, Side-pull",8,No,,Tested beta,,No,No,Maybe,,Yes,Maybe
6/28/2023 12:11:03,V4,Slab,"Crimp, Side-pull",8,No,,Suboptimal sequence,,No,No,No,,Maybe,Maybe
6/28/2023 12:13:11,V6,Vertical,"Crimp, Sloper, Side-pull",1,Yes,5,,,No,Maybe,Yes,,Maybe,No
6/28/2023 12:16:03,V4,Slab,"Crimp, Side-pull",9,Yes,7,,,No,Maybe,Yes,,Yes,Yes
6/28/2023 12:21:22,V5,Vertical,"Crimp, Pinch",1,No,,Beta to the next move,,No,No,No,,No,No
6/28/2023 12:23:20,V5,Vertical,"Crimp, Pinch",2,No,,Beta to the next move,,No,No,No,,No,No
6/28/2023 12:25:34,V5,Vertical,"Crimp, Pinch",3,No,,"Cannot grab on to the hold, Wrong body position",,No,No,Maybe,,Maybe,No
6/28/2023 12:27:11,V5,Vertical,"Crimp, Pinch, Sloper, Side-pull",5,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,Maybe
6/28/2023 12:29:20,V5,Vertical,"Crimp, Pinch",7,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,Yes
6/28/2023 12:32:56,V5,Vertical,"Crimp, Pinch, Sloper, Side-pull",9,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Yes,No
6/28/2023 12:34:44,V5,Vertical,"Crimp, Pinch",10,No,,Dry fire,,No,Maybe,No,,Maybe,No
6/28/2023 12:37:35,V5,Vertical,"Edge, Crimp, Pinch, Sloper, Side-pull",11,No,,"Beta to the next move, Lack familiarity with the move, Footwork issue",,No,Yes,No,,Maybe,Maybe
6/28/2023 12:40:34,V5,Vertical,"Crimp, Pinch, Sloper, Side-pull",12,Yes,6,,,No,Maybe,Maybe,,Yes,Maybe
6/28/2023 12:45:34,V6,Vertical,"Sloper, Undercling",1,No,,Cannot grab on to the hold,,No,Maybe,Maybe,,No,No
6/28/2023 12:46:44,V6,Vertical,"Sloper, Undercling",2,No,,Wrong body position,,No,Maybe,No,,No,Yes
6/28/2023 12:49:06,V6,Vertical,"Sloper, Undercling",4,No,,"Cannot grab on to the hold, Wrong body position",,No,Maybe,Maybe,,Maybe,Maybe
6/28/2023 12:51:18,V6,Vertical,"Sloper, Undercling",5,No,,"Cannot grab on to the hold, Wrong body position",,No,No,No,,No,Maybe
6/28/2023 12:55:31,V6,Vertical,"Jug, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,No,No,,Maybe,No
6/28/2023 12:57:21,V6,Vertical,"Jug, Edge, Side-pull",3,No,,Beta to the next move,,Maybe,No,Yes,,Maybe,No
6/28/2023 13:00:25,V6,Vertical,"Jug, Edge, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,Maybe
6/28/2023 13:02:45,V6,Vertical,"Edge, Crimp, Side-pull",5,No,,Finished second half,,No,Maybe,Yes,,Yes,Maybe
6/28/2023 13:06:27,V6,Vertical,"Edge, Crimp, Side-pull",6,Yes,7,,,Yes,Maybe,Yes,,Yes,Maybe
6/28/2023 13:11:45,V6,Slab,"Sloper, Undercling, Side-pull",2,No,,Beta to the next move,,No,No,No,,Yes,Yes
6/28/2023 13:13:29,V6,Slab,"Sloper, Undercling, Side-pull",4,No,,Beta to the next move,,No,Maybe,No,,Yes,Maybe
6/28/2023 13:16:17,V5,Vertical,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
6/28/2023 13:19:30,V6,Vertical,"Jug, Sloper, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,No
6/28/2023 13:22:07,V5,Vertical,"Jug, Sloper, Side-pull",7,No,,"Beta to the next move, Cannot grab on to the hold, Wrong body position",,No,Maybe,Yes,,Maybe,Maybe
6/28/2023 13:23:36,V5,Vertical,"Jug, Sloper, Side-pull",9,No,,"Beta to the next move, Cannot grab on to the hold",,Yes,Maybe,Yes,,Maybe,Maybe
6/28/2023 13:28:01,V5,Arête,"Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move, Footwork issue",,No,Maybe,Yes,,Maybe,No
6/28/2023 13:29:34,V5,Arête,"Crimp, Sloper, Side-pull",2,Yes,6,,,Maybe,Maybe,Yes,,Maybe,No
6/28/2023 13:30:45,V4,Vertical,"Jug, Crimp, Sloper, Side-pull",1,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,No,No,,Maybe,No
6/28/2023 13:32:04,V4,Vertical,"Jug, Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
6/28/2023 13:33:44,V4,Vertical,"Jug, Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
6/28/2023 13:35:30,V4,Slab,"Jug, Sloper, Side-pull",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
6/28/2023 13:37:19,V4,Vertical,"Jug, Sloper, Side-pull",5,No,,Tried out a move,,No,Maybe,No,,Maybe,Yes
6/28/2023 13:38:56,V4,Vertical,"Crimp, Sloper",6,Yes,6,,,No,Maybe,Yes,,Yes,Yes
7/5/2023 9:30:45,V4,Overhang,"Jug, Edge, Undercling",1,Yes,6,,,No,No,Maybe,,No,Maybe
7/5/2023 9:33:39,V5,Overhang,"Pinch, Pocket",1,Yes,6,,,Yes,No,Maybe,,Yes,Maybe
7/5/2023 9:39:25,V6,Vertical,"Jug, Sloper, Side-pull",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Yes,Maybe
7/5/2023 9:41:42,V6,Vertical,"Jug, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,No,Yes,,Yes,Maybe
7/5/2023 9:45:41,V6,Vertical,"Jug, Sloper, Side-pull",3,No,,Second half,,Maybe,Maybe,Yes,,Yes,Maybe
7/5/2023 9:50:26,V6,Vertical,"Jug, Sloper, Side-pull",4,No,,"Cannot grab on to the hold, Too tired",,No,No,Maybe,,Yes,Maybe
7/5/2023 9:55:22,V6,Vertical,"Jug, Sloper, Side-pull",5,No,,"Cannot grab on to the hold, Too tired",,Maybe,No,Maybe,,Yes,No
7/5/2023 9:59:21,V6,Vertical,"Jug, Sloper, Side-pull",6,No,,Footwork issue,,No,Maybe,Yes,,Maybe,No
7/5/2023 10:09:11,V6,Vertical,"Jug, Sloper, Undercling, Side-pull",6,Yes,6,,,No,No,Yes,,Yes,Maybe
7/5/2023 10:17:33,V5,Roof,"Jug, Undercling",1,Yes,7,,,No,Maybe,Yes,,Yes,Maybe
7/5/2023 10:26:43,V6,Roof,"Jug, Pocket",1,No,,Cannot grab on to the hold,,No,Maybe,No,,Yes,Maybe
7/5/2023 10:39:18,V6,Roof,"Jug, Sloper",1,No,,Beta to the next move,,No,Maybe,No,,No,No
7/5/2023 10:47:13,V6,Roof,Jug,4,No,,Beta to the next move,,No,No,No,,Maybe,No
7/5/2023 10:52:29,V6,Roof,"Jug, Undercling, Side-pull",6,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
7/5/2023 10:54:54,V6,Roof,"Jug, Sloper, Undercling, Side-pull",3,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
7/5/2023 10:57:08,V6,Roof,"Jug, Sloper, Undercling",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Yes,No
7/5/2023 11:00:00,V6,Roof,"Jug, Pinch, Sloper",5,No,,"Suboptimal sequence, Cannot grab on to the hold, Footwork issue",,No,Maybe,Yes,,Maybe,Maybe
7/5/2023 11:07:13,V6,Roof,"Jug, Pinch, Sloper",6,No,,Second half,,No,Yes,Yes,,Yes,Maybe
7/5/2023 11:10:34,V6,Roof,"Jug, Pinch",7,Yes,5,,,Maybe,No,Yes,,Yes,Maybe
7/5/2023 11:18:46,V5,Roof,"Crimp, Sloper",1,No,,"Cannot grab on to the hold, Too tired",,No,Maybe,Maybe,,Maybe,No
7/9/2023 11:55:40,V4,Vertical,Pinch,1,Yes,7,,,No,Yes,Maybe,,Maybe,Maybe
